type, location, category
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GOIXQU0Cev8.txt,office locations
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VtY7w9va5n4.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/R6ANee_tdQg.txt,emancipation
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HcWsp4o7DpA.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/W259H0LLmiM.txt,email
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Fylo9VjoQzY.txt,open case
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/QdYKhKPk_D8.txt,cant make payments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RQKc0eShHYU.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/eteoOlYxWwI.txt,insufficient response
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GUhiQarWTEc.txt,case status
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/SrZvhPNP1ug.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/f2ySxtZplYQ.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MB6WaugT1oQ.txt,email
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Mdz7NDPOG_c.txt
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GNsLO3ElqIg.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IwA49XzEyGQ.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GUVacWeEodQ.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Z122N0WqZ2Y.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LfhFK807SW4.txt,terminate
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/B9tfeKDol2c.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/NWwa5-vAqTg.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Is_gGk7YDrQ.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/dqAn_EnArN4.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LSyOcnvq2o4.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LQq6zaSF6_o.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Y_dP-p_uhk8.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GoP_p1HapIY.txt,terminate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BAZg6FI3OSg.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DctklrNlwyk.txt,open case
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/f9QkccqUavw.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/OXJMs9m4fSw.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/a2ZRNb3JRUQ.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/dlvaM7ENZ1w.txt,emancipation
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CnLT2w8Am-k.txt,office locations
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/fvnbGFG5pIE.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/PkwA80F6JfA.txt,login
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BuYfi1gykt8.txt,terminate
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Xb1rwDRmtgk.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/T9v0FlTRWOY.txt,office locations
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Jv7kLUtIvO4.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/UvW0c44Ipmw.txt,visitation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/d6xd1GqmHkU.txt,online action
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/YVl5hv0537U.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HNg8C3qptZQ.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/fhiEYpsj-7E.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KegG8JGxRyk.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/UGrWc_rbMg4.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/TJj8SonysjI.txt,complaints
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/YE2uo6Z0Qoc.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KcBwDWUIdf0.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Nia9wv4XecM.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FFbHmKG2f1w.txt,interstate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Grdgzi_czaI.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KVU9VQx5RYQ.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CTjQtnF-i9Y.txt,change of information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RZYv4c1iTOY.txt,terminate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WSIfs9CPzlM.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HNIb3ZDoUog.txt,support inquiries
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/YHyG5o34v14.txt,terminate
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MYFlmhRvhTA.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KSl9f_sJRIo.txt,not received payment
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JG7ImutlDpo.txt,change of information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/NljuF8M1lzI.txt,contact human
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/YvV6J5nmalw.txt,insufficient response
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/G-unf_Vn-qg.txt,change of information
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/S5k_o11vujc.txt,tanf
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DKifHSM4gIw.txt,office locations
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/T_-hKErAWO8.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/L6_xFGrhTx0.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IO41kHsYlCw.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/J8ueJ_uMbLE.txt,login
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/XueT7qX4M5M.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Wt10a9Ub3xs.txt,make payment
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DL29yiDJMFg.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/cm-hKM1dsfQ.txt,change of information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/fNPX751VjRs.txt,enforcement
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/E-e5dqWVEco.txt,account information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Yp91dQva-Lc.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LhE5PxMbKRY.txt,card
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IYmx13E14w0.txt,arrears
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HGzASsA21iI.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/eUKpkUlcffk.txt,appointments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/UqrckPqAgBo.txt,complaints
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Vqf-FVh0Gws.txt,insufficient response
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Twtfbf9Mxgs.txt,verification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/fHlYD4C5Yys.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MsT2mWaRuo8.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GqlWiYpzao8.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Y0tYKL14Itg.txt,paternity
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/QOc6pT6vpw0.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MhakTx7Jw1o.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/M3NPBaXaurw.txt,fee
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ZtjwYU3CHPQ.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/b5UGzwpOfPU.txt
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CstMK9AVdpo.txt,verification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MPiUUkZADUI.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GnFlOFlzaVQ.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/aRtbqky0kYI.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/NYdjWXDfUZc.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JK0XcUXWURo.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/YFry2rFvgLA.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/c_kIRc-vlMI.txt,account information
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Qb5RfaPj3C0.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/OL18QUW7Xkw.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IPP23TB5lt0.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/esY2qZezj_g.txt,estimate payments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WQBe61Jp5wA.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IFxUxYjsVRM.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HxQqyVTpHbA.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/K3h8ujTizQY.txt,emancipation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/aVZ8VmL7ApI.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Ss7Hn28v_C0.txt,contact human
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Kv3wV1JbUtE.txt,legal
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/P7ZN1NKH3ws.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/dE3HNDquS9A.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KWvSSsse0uI.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DTBv2KC7EAE.txt,interstate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ZQBMQ3c5rQ0.txt,terminate
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CS-EUsHY03A.txt,account balance
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ErtQ7pdid68.txt,refund
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/cGCKSjMqwK4.txt,not received payment
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Wu5fLiD2rvg.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/O3eX17Jyhqs.txt,documentation
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Bb8aXm1BFiI.txt,paternity
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BeVCls-7lD0.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/QmU1N971_hg.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Hh0289FBRkM.txt,email
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/dTwYtHPUveI.txt
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JCFzdAcGfrU.txt,contact human
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LxBJjZ6FoSs.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/eP7rAbIk2lU.txt,verification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/fHg8nMf5GzM.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IOLnXp9YEr8.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BlsHjD7mnsA.txt,account information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LVTbTjb4iM8.txt,payment modification
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/O--88JJmvAg.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/D5ha81ZaUIg.txt,login
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IJS2tM7DZ1w.txt,visitation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HJK0jyf5cDg.txt,emancipation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/bkb9lIeiKaU.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/K8G3fhqStCM.txt,estimate payments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/SJJyaUkVRXU.txt,verification
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/XbXlhiBZB4k.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KdFw6vzt9WE.txt,contact human
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Zpn-n5cNN1k.txt,case number
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VGKdlLibFOU.txt,case number
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/eAItTWUL1pA.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Do3iZojRnu0.txt,open case
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KFrFvI1RUnc.txt,enforcement
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FLu-iUbj4i0.txt,payment modification
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IcrtiMqe6wA.txt,documentation
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/YfXqZilXU70.txt,contact human
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/bV_DRjOZKK8.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/A8I6o-t1B5g.txt,complaints
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/cWZ-nQSRHsM.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Gc1rl-CgBTI.txt,open case
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Vt5MFRWufik.txt,contact human
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LmASOsZ7k30.txt,enforcement
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/F5gxdpJXtg8.txt,snap
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Wnz-yWjS8L4.txt,interstate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/UpPofJZTawA.txt,make payment
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/E1pPkq8UUns.txt,change employment information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Z6veD9deBQY.txt,not received payment
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/baGFndh01KI.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RCvuKQ4PuWQ.txt,terminate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/T44T9KKALAA.txt,interstate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GMNLNXij86g.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/U64Q0FNaCZc.txt,incarceration
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DJNq0tpVxec.txt,payment timelines
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Qf-Et0TjRnQ.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/enBEbYEyscc.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JrV9hEcUpHU.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Wu44wyceI-c.txt,enforcement
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RHlIhQc0q80.txt,addressing check
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JAMoDwtBlY0.txt,appointments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KdQ9txgx96c.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/X9OL2tM70_U.txt,gratitude
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/aTYRc9JMd2Q.txt,enforcement
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VI4hZWFiZK0.txt,open case
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LDbTV_XCrA0.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VGS3o-HTqOc.txt,fee
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KvsLTpTZP08.txt,paternity
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BNAUe56lXvU.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/eG1rKTPObeM.txt,email
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GpkbMSVkvCE.txt,emancipation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ftiWcSjZZRM.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/XADAoEXvAvk.txt,complaints
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/F0MiD8d_tO4.txt,complaints
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/af0AS69TqSY.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/f8rVVJh6L5w.txt,gratitude
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LZMNFrTKXBE.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ZbHsTQKO-R0.txt,gratitude
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/N1QPW1Suc68.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DjGlTHngqY0.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MIrLLAWe_n4.txt,payment modification
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CcuaIByhJf0.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/USkVUW7BV2s.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/U2yJ7A65PCM.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/X2vCASoop00.txt,account balance
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/G7PacYJAFoI.txt,snap
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VHdOkRJEu88.txt,open case
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Uuo9h3BYfi4.txt,visitation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Ge6IZFrEGtw.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/PYNorB_j0gU.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/G-nCXAsRaUo.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CPj7TCkebyU.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/M5nrUsaakH4.txt,info about parent
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/fOlfVElgksM.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HmJUfJG_17A.txt,emancipation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JSW9nrZoQo0.txt,emancipation
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BE7fRukqKHo.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/J9nXTppr8RQ.txt,estimate payments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/L9-htywods4.txt,payment timelines
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BQV-09fMIEk.txt,online action
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/aqBziy2K6I8.txt,enforcement
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/bTGUzkoAEPg.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RTHpbh6Oupc.txt,snap
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BURXb7yVtO8.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JqljmfTZRM8.txt,email
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MetfZY_J-Ek.txt,login
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/enpLkSoBKv4.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ObzM5gM7PGE.txt,gratitude
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/M04MTvp6gP4.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WJiI22zkMes.txt
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Q8_qw2duGuk.txt,enforcement
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/M31LDWz93-A.txt,legal
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Y1UfF-oK8Sg.txt,legal
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/A72rF--bums.txt,enforcement
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/T-tRkWHqsyU.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Tx38Ll55Xnc.txt,case status
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WpyOKGoIXUY.txt,arrears
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KNu0F0z8_fQ.txt,interstate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RV_bDxlEE7A.txt
