type, location, category
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/ablcCbvMMyk.txt,open case
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Gvh37VyTk-I.txt,make payment
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/c9dmXUWX0yk.txt,support inquiries
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/GW3bGoRGdCU.txt,case status
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/N_k9G1mP8QI.txt,taxes
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Wu44wyceI-c.txt,enforcement
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/VN3pin35fRs.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Zzc-oLZaQBA.txt,not received payment
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/LZMNFrTKXBE.txt,account balance
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/M8xRBWO-iW4.txt,complaints
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/H4ad08CFRN4.txt,make payment
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/LQdt0r-Ttrc.txt,arrears
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/WQBe61Jp5wA.txt
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Bf3ll_e0Ryc.txt,office locations
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/BkAINj9YfEo.txt,not received payment
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/B9tfeKDol2c.txt,card
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/FbY6trQrG7o.txt
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/DlvAaveSzFg.txt,make payment
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/SAt2fQ0T3NE.txt,legal
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/cT7ZNyjnmZM.txt,not received payment
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/PuPvarrQX9s.txt,documentation
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/G-xpRyosnb0.txt,account balance
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/LR0omvY2hzw.txt,account balance
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/NK05fcV7yUs.txt,contact human
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/YLTp34RsfHQ.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/XhI2FwTXSqo.txt,online action
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/WAGbNUCHVX8.txt,fax
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Nl6LhDRo-ew.txt,make payment
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/fEYZM1L34YQ.txt,child care
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/QdYKhKPk_D8.txt,cant make payments
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/ftPF6IQxY-U.txt,visitation
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/ViuZpoS83q4.txt,account information
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/ET6rALdIDZg.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/VCEsDrVogLE.txt,not received payment
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/dkY_F0usLto.txt,enforcement
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/FmRbsOibaN0.txt,support inquiries
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Rd9Oa4W16H8.txt,estimate payments
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/aV8G34_bl34.txt,change of information
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/N5mnCD3PazI.txt
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/HbAghy0zAXo.txt,contact human
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/DjGlTHngqY0.txt,not received payment
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/KdFw6vzt9WE.txt,contact human
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/LhTYgUMSysc.txt,verification
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/RVcQMFe0ors.txt,make payment
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Op8OF9sMIQw.txt,estimate payments
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/JDpGQWL7Zro.txt,arrears
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/BtvKfUg0vwc.txt,support inquiries
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/XN932sA9pC0.txt,payment modification
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Ufh2TH-xytc.txt,fee
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/NlRPchDkeXo.txt,snap
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/cjhE_t-UkK8.txt,payment timelines
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/c0jAUqbpUNY.txt,case status
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/M1U-8E2ye7w.txt,terminate
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/SvOeoM4FbGw.txt,contact human
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/IE0BdnbBZtU.txt,visitation
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Nq3L6pc9aL0.txt,account information
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/DS_k_Dmb1U0.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/aq_Tm_c3eXQ.txt,contact human
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/LLyy1uuOw7k.txt,interstate
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/fR80_LdLhVI.txt,contact human
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/VbbxGHQDHJU.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/dt5i2sTyEJg.txt
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/FqbWL4ezgRY.txt,login
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/bNuH2rJqhuU.txt,taxes
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/SfW2h-xufKg.txt,documentation
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/PyImv1UeIfE.txt,fax
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/BTC8gzc5Ozs.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/LhE5PxMbKRY.txt,card
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Mdqrt6SE4I8.txt,account information
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/QhmuSiiBZCI.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/WW2Pc4fIXh4.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/T44T9KKALAA.txt,interstate
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/O93CArHM_FY.txt,contact human
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/dKbf-28Q5TY.txt,open case
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/aX_mORIj8SI.txt,arrears
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Y7fVhv0zsqA.txt,verification
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/T20OmujyGHw.txt,payment modification
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/DUZ9s_QE_oo.txt,enforcement
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/SJJyaUkVRXU.txt,verification
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/LR5bh8ljzGo.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/IOLnXp9YEr8.txt,card
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Nvne2fpY5dk.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/SPSgLfjBD4I.txt,online action
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/KLHHS0Kxx-4.txt,make payment
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/XwztZGb2GNE.txt,payment modification
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/LM75k4LNvPc.txt,card
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/ZbDAvbBDgus.txt,paternity
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/ZhEV1sQ9l0o.txt,documentation
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/As_xK54rvsU.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Y0tYKL14Itg.txt,paternity
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/XYDjnoPv0pQ.txt,greater_than 1 month
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/SH3umDepBpU.txt,office locations
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/CPj7TCkebyU.txt,card
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/cd_DjtcVnrE.txt,documentation
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/NPzVlrDLpHA.txt,estimate payments
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/KaWk9ctWqMM.txt,addressing check
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/I6CYoVzvPwc.txt,login
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/NxTmb52LX5w.txt,account information
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/T9V-DN7q2Q8.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/JzwhCSUglUA.txt,snap
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/KRIN33KUOKg.txt,email
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/czjQpWHZZck.txt,complaints
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/SDnZOqX4QpQ.txt,arrears
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/OzS3fN5rQAw.txt,open case
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/AN93ncltg6o.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Xc0-62MnT6s.txt,support inquiries
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/EM_o8Aj_UE0.txt,verification
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/MJlugIZLWvc.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/RtgBvwC0a2k.txt,payment modification
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/bjXzxZml0WM.txt,open case
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/XJxF5Wediuk.txt,snap
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Hf6u_llvElQ.txt,payment modification
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/egltOxiiDRA.txt,documentation
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/JtEHDFQNl-g.txt,card
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/HYmsXzNMAdU.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/SBIRlVLerA8.txt,complaints
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/EKiauqNIdPU.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/GOWxUPu2lL4.txt,payment timelines
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/TQMmG7isvOE.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/TkhRPLQagKs.txt,online action
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/AGwAUtosZxQ.txt,fax
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/HI6cxgUaxTc.txt,paternity
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/DsPP7UqROew.txt,not received payment
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/eGV_RIdIuMM.txt,documentation
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/IqMREcDohRk.txt,open case
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/NEF6Gj2YMtg.txt,contact human
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/CnAzeYEvJq4.txt,payment timelines
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/dYPIhQwIvCI.txt,fax
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/X5GK-7ls0Lw.txt,card
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/ZGgXZPu87XQ.txt
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/POkxQoaABug.txt,change of information
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/Jk9yt_4cAlg.txt,not received payment
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/bV4HrXquB9I.txt,verification
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/ZCb4Sg4-B2Q.txt,open case
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/VCDeBR9yjXw.txt,account balance
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/JaDthw4W-Xw.txt,contact human
TEST,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/U0JzcdDlBRg.txt,terminate
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/XvMkQGH7J-g.txt
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/M9061knP4yk.txt,visitation
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/BqVUJ94e2VY.txt,case status
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/a_tR9c4d3J0.txt,card
VALIDATION,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/UV-s9l-vOEc.txt,case status
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/V8W-MYNdkAU.txt,contact human
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/JwKMZTQyN5s.txt,open case
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/S6KeFPUGcqY.txt,payment history
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/MUzF87AKaUE.txt,change employment information
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/NP54iG38dGA.txt,complaints
TRAIN,gs://webchat-analytics.appspot.com/mdhs-csa-analytics-prod/export_data-mdhs_csa_analytics_prod-2019-10-25T19:43:26.618Z/files/GsUtliu-4cA.txt,enforcement
